cust_id,year,state,date_issued,date_final,emp_duration,own_type,income_type,app_type,loan_purpose,interest_payments,grade,annual_pay,loan_amount,interest_rate,loan_duration,dti,total_pymnt,total_rec_prncp,recoveries,installment,is_default
215142,2008,Chhattisgarh,01/01/08,1012011,0.5,MORTGAGE,Low,INDIVIDUAL,medical,Low,A,38100,8400,8.38, 36 months,13.1,9527.33,8400,0,264.71,0
215531,2008,Arunachal Pradesh,01/01/08,1122010,6,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,48000,3500,12.67, 36 months,13.1,4191.79,3500,0,117.38,0
215577,2008,Odisha,01/01/08,1012011,6,RENT,Low,INDIVIDUAL,other,Low,C,36000,9000,10.78, 36 months,7.93,10572.2,9000,0,293.72,0
215865,2008,Kerala,01/01/08,1012011,3,RENT,Low,INDIVIDUAL,major_purchase,Low,D,60000,16800,12.67, 36 months,20.06,20281.27,16800,0,563.4,0
215897,2008,Bihar,01/01/08,1032010,2,RENT,Medium,INDIVIDUAL,credit_card,Low,B,165000,10000,9.2, 36 months,0.33,11324.07,10000,0,318.93,0
214969,2008,Goa,01/02/08,1022011,8,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,84000,18000,10.46, 36 months,16.67,11692.77,10000,0,324.84,0
216013,2008,Tripura,01/01/08,1012011,10,RENT,Low,INDIVIDUAL,other,Low,B,32496,7200,9.51, 36 months,15.84,8303.9,7199.99,0,230.68,0
215400,2008,Manipur,01/01/08,1012011,10,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,54000,12800,16.15, 36 months,20.2,16233.55,12800,0,450.96,0
214253,2008,Goa,01/01/08,1012011,0.5,RENT,Low,INDIVIDUAL,medical,High,D,19680,2000,13.3, 36 months,23.6,2435.01,2000,0,67.68,0
213846,2008,Jharkhand,01/01/08,1032008,0.5,MORTGAGE,Low,INDIVIDUAL,other,Low,C,38000,2450,10.78, 36 months,14.84,2493.66,2450,0,79.96,0
213732,2008,Sikkim,01/01/08,1092008,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,48000,20000,12.99, 36 months,18.98,6119.25,3799.52,729.57,673.79,1
210956,2008,Telangana,01/01/08,1072009,1,RENT,Low,INDIVIDUAL,major_purchase,Low,B,16800,6000,9.83, 36 months,7.07,6695.92,6000,0,193.13,0
211048,2008,Gujarat,01/01/08,1092008,7,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,70000,25000,15.83, 36 months,13.94,5608.14,3664.71,0,701.47,1
216029,2008,Andhra Pradesh,01/01/08,1112008,0.5,MORTGAGE,Medium,INDIVIDUAL,small_business,Low,C,140000,24000,11.72, 36 months,8.39,7938.7,5847.32,0,793.94,1
214968,2008,Manipur,01/01/08,1012011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,21600,9000,9.83, 36 months,4.83,10427.69,9000,0,289.69,0
214827,2008,Karnataka,01/01/08,1042010,7,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,63000,6000,12.36, 36 months,14.51,5400.54,4280.18,0,200.32,1
214756,2008,Uttarakhand,01/01/08,1012011,0.5,RENT,Low,INDIVIDUAL,educational,Low,C,4500,2000,11.41, 36 months,4,2371.17,2000,0,65.87,0
228892,2008,Maharashtra,01/01/08,1122008,3,RENT,Low,INDIVIDUAL,credit_card,Low,D,95000,23000,12.36, 36 months,16.07,9228.56,6149.22,756.82,767.89,1
228923,2008,Karnataka,01/01/08,1052009,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,32000,15000,11.09, 36 months,4.8,7796.54,5649.18,426.01,491.73,1
228954,2008,West Bengal,01/01/08,1052009,0.5,RENT,Low,INDIVIDUAL,other,Low,A,3500,1600,7.43, 36 months,5.14,1713.13,1600,0,49.72,0
228968,2008,Nagaland,01/01/08,1052008,5,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,82000,16000,12.36, 36 months,16.27,1601.89,1119.15,0,534.19,1
229063,2008,Mizoram,01/01/08,1022011,0.5,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,F,160000,6600,15.51, 36 months,25.11,8294.52,6600,0,230.45,0
229125,2008,Telangana,01/01/08,1022011,7,MORTGAGE,Low,INDIVIDUAL,medical,High,E,48000,13525,15.2, 36 months,26.08,16923.13,13525,0,470.18,0
229276,2008,Telangana,01/01/08,1022011,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,66000,15000,11.72, 36 months,2.42,17862.76,15000,0,496.22,0
229415,2008,Punjab,01/01/08,1032008,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,56000,5000,16.15, 36 months,24.36,176.07,108.81,0,176.16,1
229565,2008,Himachal Pradesh,01/01/08,1022011,7,RENT,Low,INDIVIDUAL,credit_card,Low,C,69500,7000,10.78, 36 months,16.51,8223.11,7000,0,228.45,0
229889,2008,Chhattisgarh,01/01/08,1022011,1,RENT,Low,INDIVIDUAL,car,Low,C,18720,2000,12.04, 36 months,0.96,2392.57,2000,0,66.47,0
210784,2008,West Bengal,01/01/08,1012011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,77250,10000,9.2, 36 months,5.93,11453.64,9999.99,0,318.93,0
220023,2008,Andhra Pradesh,01/01/08,1092010,4,RENT,Low,INDIVIDUAL,other,Low,A,35000,1850,7.12, 36 months,11.59,2052.93,1850,0,57.23,0
219770,2008,Himachal Pradesh,01/01/08,1072008,6,OWN,Low,INDIVIDUAL,debt_consolidation,High,E,50000,17350,13.93, 36 months,23.47,18311.25,17350,0,592.4,0
214388,2008,Mizoram,01/01/08,1042009,10,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,76000,20000,14.88, 36 months,7.11,9689.47,6541.28,0,692.14,1
214572,2008,Tamil Nadu,01/01/08,1032010,5,MORTGAGE,Low,INDIVIDUAL,small_business,Low,B,65000,25000,9.51, 36 months,2.14,28495.47,25000,0,800.95,0
211126,2008,Tripura,01/01/08,1122009,6,RENT,Low,INDIVIDUAL,other,Low,C,39270,2200,11.72, 36 months,17.2,2557.83,2200,0,72.78,0
211133,2008,Sikkim,01/01/08,1072009,0.5,RENT,Low,INDIVIDUAL,other,Low,C,19500,500,11.41, 36 months,3.69,582.41,500,0,16.47,0
211283,2008,Haryana,01/01/08,1012011,0.5,RENT,Low,INDIVIDUAL,credit_card,High,E,60456,2400,14.25, 36 months,22.93,2962.1,2400,0,82.32,0
211329,2008,Uttar Pradesh,01/01/08,1102008,6,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,42000,11000,10.14, 36 months,12.94,3199.03,2444.47,0,355.67,1
219000,2008,Bihar,01/01/08,1012011,3,RENT,Low,INDIVIDUAL,car,Low,B,37000,5500,9.2, 36 months,16.74,6319.33,5500,0,175.42,0
219070,2008,Himachal Pradesh,01/02/08,1092010,2,RENT,Low,INDIVIDUAL,car,Low,B,50000,6000,10.46, 36 months,5.06,6980.51,6000,0,194.91,0
219178,2008,Manipur,01/01/08,1032011,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,60000,5000,11.72, 36 months,0,5955.48,4999.99,0,165.41,0
219315,2008,Uttarakhand,01/01/08,1102008,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,45000,12000,13.3, 36 months,4.67,3247.74,2270.63,0,406.07,1
219425,2008,Telangana,01/01/08,1022010,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,62000,2500,11.72, 36 months,19.29,2041.95,1546.41,16.41,82.71,1
219479,2008,Telangana,01/01/08,1022011,4,RENT,Low,INDIVIDUAL,credit_card,High,F,45000,7500,16.46, 36 months,23.04,9566.92,7500,0,265.39,0
219493,2008,Mizoram,01/01/08,1122008,3,RENT,Low,INDIVIDUAL,educational,High,E,63000,5000,14.25, 36 months,17.22,3612.78,1175.23,1884.16,171.5,1
219502,2008,Goa,01/01/08,1032011,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,41000,6000,14.88, 36 months,15.75,7501.43,6000,0,207.64,0
219623,2008,Nagaland,01/01/08,1102008,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,67000,20000,16.15, 36 months,21.83,5636.14,3651.71,0,704.63,1
218282,2008,Odisha,01/01/08,1122008,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,52500,11000,12.99, 36 months,17.94,3704.86,2640.53,0,370.59,1
219967,2008,Sikkim,01/01/08,1022011,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,A,40500,6000,8.38, 36 months,12.5,6805.58,6000,0,189.08,0
218160,2008,Uttarakhand,01/01/08,1082009,10,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,32688,6625,16.15, 36 months,29.07,7960.09,6625,0,233.41,0
217968,2008,Madhya Pradesh,01/01/08,1032009,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,20000,11625,9.51, 36 months,14.58,5213.46,4132.52,0,372.44,1
251789,2008,Manipur,01/02/08,1022009,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,54996,10000,15.45, 36 months,13.16,11348.22,10000,0,348.87,0
216508,2008,Telangana,01/01/08,1012011,10,MORTGAGE,Low,INDIVIDUAL,major_purchase,Low,A,60000,8000,8.07, 36 months,9.58,9033.27,8000,0,250.95,0
218680,2008,Sikkim,01/01/08,1122010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,37200,13500,10.78, 36 months,12.58,15836.67,13500,0,440.57,0
228752,2008,Maharashtra,01/01/08,1022011,3,RENT,Low,INDIVIDUAL,major_purchase,High,E,68000,2000,14.25, 36 months,14.45,2468.23,2000,0,68.6,0
218603,2008,Bihar,01/01/08,1112008,2,MORTGAGE,Low,INDIVIDUAL,small_business,Low,D,90000,15000,12.99, 36 months,10.24,6609.55,3223.13,2062.39,505.34,1
218343,2008,Mizoram,01/01/08,1112009,10,MORTGAGE,Low,INDIVIDUAL,wedding,Low,C,11029,2150,10.78, 36 months,19.15,1517.66,1165.84,48.17,70.17,1
211586,2008,Manipur,01/02/08,1042009,1,RENT,Low,INDIVIDUAL,wedding,Low,A,57600,4000,7.75, 36 months,1.33,4301.95,4000,0,124.89,0
211723,2008,Tripura,01/01/08,1082008,4,OWN,Low,INDIVIDUAL,car,Low,C,72000,8000,11.09, 36 months,5.12,2135.14,1353.01,302.56,262.26,1
211860,2008,Rajasthan,01/01/08,1012011,0.5,OWN,Low,INDIVIDUAL,credit_card,Low,A,75000,7500,8.38, 36 months,6.06,8504.63,7500,0,236.34,0
212561,2008,Punjab,01/01/08,1082010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,D,24000,2400,13.3, 36 months,11.35,2807.6,2400,0,81.22,0
212737,2008,Gujarat,01/01/08,1032011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,44685,8000,12.04, 36 months,16.06,9591.5,8000,0,265.87,0
212894,2008,Haryana,01/01/08,1052009,4,OWN,Low,INDIVIDUAL,debt_consolidation,Low,A,36000,3250,7.75, 36 months,2.73,1708.74,1351.31,86.02,101.47,1
213020,2008,Tamil Nadu,01/01/08,1052010,8,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,49896,7000,7.75, 36 months,10.37,7817.94,7000,0,218.55,0
213427,2008,Gujarat,01/01/08,1022010,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,30000,1200,10.14, 36 months,19.76,1375.54,1200,0,38.8,0
213551,2008,Telangana,01/01/08,1012011,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,72000,7500,11.41, 36 months,14.65,8891.78,7500,0,247,0
216083,2008,Nagaland,01/01/08,1102008,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,75000,21000,15.2, 36 months,21.84,23174.63,21000,0,730.04,0
216181,2008,Karnataka,01/01/08,1012011,10,MORTGAGE,Medium,INDIVIDUAL,other,Low,A,115500,10000,7.75, 36 months,2.89,11239.59,10000,0,312.22,0
216423,2008,Uttar Pradesh,01/01/08,1112008,1,MORTGAGE,Medium,INDIVIDUAL,small_business,High,G,120000,18875,18.04, 36 months,19.33,18143.82,3584,11999.66,682.76,1
216442,2008,Meghalaya,01/01/08,1012011,10,OWN,Low,INDIVIDUAL,credit_card,Low,D,88975,4000,12.99, 36 months,6.78,4850.31,4000,0,134.76,0
218325,2008,Telangana,01/01/08,1082008,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,D,43000,16000,12.99, 36 months,14.82,17127.64,16000,0,539.03,0
218331,2008,Meghalaya,01/01/08,1032010,6,RENT,Low,INDIVIDUAL,major_purchase,Low,A,24000,10000,7.75, 36 months,0,7985.41,6690.88,149.57,312.22,1
218407,2008,Maharashtra,01/01/08,1032011,3,RENT,Low,INDIVIDUAL,moving,Low,C,13000,3000,11.41, 36 months,10.43,3556.9,3000,0,98.8,0
192616,2008,Goa,01/01/08,1072010,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,100000,12000,9.96, 36 months,8.17,13864.94,12000,0,386.99,0
228424,2008,Karnataka,01/01/08,1092011,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,50000,20000,13.3, 36 months,20.42,24505.79,20000,0,676.78,0
228015,2008,Uttar Pradesh,01/02/08,1022011,0.5,MORTGAGE,Medium,INDIVIDUAL,credit_card,Low,C,160000,11750,11.41, 36 months,12.26,13947.14,11750,0,386.97,0
225253,2008,Odisha,01/02/08,1012010,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,45000,6050,12.99, 36 months,22.77,4968.56,3885.32,0,203.82,1
224614,2008,Kerala,01/01/08,1022011,2,RENT,Medium,INDIVIDUAL,medical,Low,C,200000,15000,11.72, 36 months,15.46,8335.36,7000,0,231.57,0
225605,2008,Assam,01/01/08,1022011,3,MORTGAGE,Low,INDIVIDUAL,other,Low,B,97000,6000,9.2, 36 months,19.6,6887.69,6000,0,191.36,0
225897,2008,Tamil Nadu,01/01/08,1082010,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,36000,4000,10.14, 36 months,7.07,4625.03,4000,0,129.34,0
226154,2008,Chhattisgarh,01/01/08,1022011,10,MORTGAGE,Low,INDIVIDUAL,car,High,E,72000,5000,13.93, 36 months,22.57,6144.7,5000,0,170.72,0
226735,2008,Rajasthan,01/02/08,1102008,0.5,RENT,Low,INDIVIDUAL,credit_card,High,D,35244,3000,13.3, 36 months,24.79,810.16,566.42,0,101.52,1
225222,2008,Uttar Pradesh,01/01/08,1022011,2,MORTGAGE,Low,INDIVIDUAL,major_purchase,Low,B,27000,2400,10.46, 36 months,19.29,2806.36,2400,0,77.97,0
226780,2008,Nagaland,01/01/08,1062009,10,MORTGAGE,Low,INDIVIDUAL,small_business,Low,C,80000,11200,10.78, 36 months,7.56,4785.98,3381.47,0,365.51,1
226994,2008,Gujarat,01/01/08,1122010,0.5,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,Low,D,140000,9000,12.36, 36 months,16.9,10841.74,9000,0,300.48,0
225812,2008,Kerala,01/01/08,1082010,9,MORTGAGE,High,INDIVIDUAL,home_improvement,Low,C,375000,20000,11.41, 36 months,0.63,23207.96,20000,0,658.67,0
224541,2008,Tamil Nadu,01/01/08,1072008,1,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,57860,20000,11.41, 36 months,10.14,21073.31,20000,0,658.67,0
224381,2008,Haryana,01/01/08,1072010,6,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,F,113000,25000,16.15, 36 months,24.84,25844.92,15348.13,3688.15,880.78,1
224210,2008,Maharashtra,01/01/08,1122010,3,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,100000,15000,12.04, 36 months,14.32,17912.89,15000,0,498.51,0
221264,2008,Arunachal Pradesh,01/01/08,1102012,7,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,100000,15000,12.04, 36 months,15.82,17877.27,15000,0,498.51,0
226855,2008,Rajasthan,01/01/08,1102010,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,60000,15000,15.83, 36 months,17.28,18924.84,12945.83,2112.36,526.1,1
225054,2008,Andhra Pradesh,01/01/08,1022011,6,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,D,85000,9000,12.36, 36 months,21.8,10815.67,9000,0,300.48,0
224984,2008,Rajasthan,01/01/08,1102010,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,46000,4800,11.09, 36 months,11.37,5648.64,4800,0,157.36,0
224894,2008,Rajasthan,01/01/08,1082010,3,RENT,Low,INDIVIDUAL,other,Low,B,50000,8000,10.14, 36 months,8.78,9251.63,8000,0,258.67,0
193452,2008,Meghalaya,01/01/08,1012011,0.5,RENT,Medium,INDIVIDUAL,small_business,Low,A,107000,10000,8.38, 36 months,2.28,11342.33,10000,0,315.12,0
193586,2008,Mizoram,01/01/08,1012011,1,RENT,Low,INDIVIDUAL,major_purchase,Low,C,25920,9000,10.59, 36 months,5.56,10543.88,8999.99,0,292.91,0
193630,2008,Andhra Pradesh,01/01/08,1122009,4,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,21600,4000,8.07, 36 months,10.33,4442.52,4000,0,125.48,0
193871,2008,Meghalaya,01/01/08,1012010,8,MORTGAGE,Low,INDIVIDUAL,medical,High,E,46080,10000,14.07, 36 months,25.91,12018.88,10000,0,342.12,0
193979,2008,Nagaland,01/01/08,1012011,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,55200,16000,16.28, 36 months,7.96,20327.96,16000,0,564.73,0
194339,2008,Himachal Pradesh,01/01/08,1092010,0.5,MORTGAGE,Low,INDIVIDUAL,other,Low,D,95000,2500,12.49, 36 months,16.19,2987.22,2500,0,83.63,0
194434,2008,Goa,01/01/08,1092008,0.5,RENT,Low,INDIVIDUAL,wedding,Low,B,7200,1675,9.96, 36 months,17.33,492.56,329.75,61.28,54.02,1
194507,2008,Maharashtra,01/01/08,1022011,3,MORTGAGE,Low,INDIVIDUAL,small_business,Low,D,60000,24000,13.12, 36 months,25.08,29201.87,24000,0,810.05,0
194565,2008,Odisha,01/01/08,1122010,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,68640,12000,9.33, 36 months,7.47,13799.98,12000,0,383.45,0
194731,2008,Tamil Nadu,01/01/08,1012011,3,RENT,Low,INDIVIDUAL,other,Low,B,48000,8000,9.01, 36 months,8.3,9159.31,7999.99,0,254.44,0
194850,2008,Andhra Pradesh,01/01/08,1022009,3,RENT,Low,INDIVIDUAL,educational,High,F,30000,14300,15.01, 36 months,12.76,6443.7,4351.14,0,495.79,1
261456,2008,Madhya Pradesh,01/02/08,1032011,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,36000,3000,8, 36 months,2.6,3383.32,3000,0,94.01,0
210778,2008,Goa,01/01/08,1062009,4,RENT,Low,INDIVIDUAL,moving,Low,B,48000,3000,10.14, 36 months,0,3328.26,3000,0,97,0
210884,2008,Manipur,01/01/08,1012011,3,RENT,Low,INDIVIDUAL,credit_card,Low,C,36500,7000,10.78, 36 months,7.76,8223.38,7000,0,228.45,0
224797,2008,Madhya Pradesh,01/01/08,1102009,5,OWN,Low,INDIVIDUAL,home_improvement,High,G,45000,5600,18.04, 36 months,25.84,3727.5,2396.68,0,202.57,1
221301,2008,Rajasthan,01/01/08,1012009,9,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,D,90000,22000,12.67, 36 months,13.04,24251.71,22000,0,737.78,0
221437,2008,Uttarakhand,01/01/08,1032009,1,RENT,Low,INDIVIDUAL,major_purchase,High,D,24960,2500,13.3, 36 months,0.96,1251.78,830.25,75.12,84.6,1
222179,2008,Haryana,01/01/08,1092009,4,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,B,62000,9600,9.2, 36 months,13.12,5860.77,4735.74,45.63,306.18,1
222339,2008,Haryana,01/01/08,1062008,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,62000,12000,15.51, 36 months,15.38,12740.45,12000,0,418.99,0
231935,2008,Karnataka,01/01/08,1072010,1,RENT,Low,INDIVIDUAL,educational,Low,A,20000,12000,8.07, 36 months,8.88,13461.47,12000,0,376.43,0
231963,2008,Tripura,01/01/08,1022009,10,MORTGAGE,Low,INDIVIDUAL,other,Low,B,52000,8000,9.2, 36 months,11.08,8635.19,8000,0,255.15,0
231993,2008,Tripura,01/01/08,1022011,9,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,40000,12000,15.51, 36 months,2.4,15081.9,12000,0,418.99,0
232150,2008,Punjab,01/01/08,1022011,5,MORTGAGE,Low,INDIVIDUAL,home_improvement,High,G,68000,12000,18.36, 36 months,26.7,15689.11,12000,0,436,0
232302,2008,Haryana,01/01/08,1022011,9,MORTGAGE,Low,INDIVIDUAL,small_business,Low,B,72000,25000,9.83, 36 months,8.98,28968.11,25000,0,804.69,0
232488,2008,Arunachal Pradesh,01/01/08,1022011,10,MORTGAGE,Medium,INDIVIDUAL,home_improvement,Low,B,186063,25000,10.46, 36 months,1.88,29235.07,24999.99,0,812.09,0
232568,2008,Haryana,01/01/08,1022011,10,MORTGAGE,Low,INDIVIDUAL,home_improvement,Low,C,50000,4000,10.78, 36 months,15.5,4698.74,4000,0,130.54,0
232621,2008,Tamil Nadu,01/01/08,1052010,2,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,70000,12000,14.25, 36 months,9.77,12140.81,8502.93,1032.55,411.6,1
232726,2008,Madhya Pradesh,01/01/08,1092010,2,RENT,Low,INDIVIDUAL,debt_consolidation,Low,C,40000,10000,11.41, 36 months,15.93,11809.61,10000,0,329.34,0
232917,2008,Rajasthan,01/02/08,1072008,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,55200,3000,11.72, 36 months,12.85,3139.52,3000,0,99.25,0
230185,2008,Uttar Pradesh,01/01/08,1022011,4,MORTGAGE,Low,INDIVIDUAL,credit_card,Low,C,78000,8000,10.78, 36 months,16.75,9398.6,8000,0,261.08,0
220873,2008,Assam,01/01/08,1072009,10,OWN,Medium,INDIVIDUAL,small_business,High,D,120000,10000,13.3, 36 months,6.31,5232.92,3423.26,295.54,338.39,1
229930,2008,Manipur,01/01/08,1052010,2,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,C,90000,25000,11.09, 36 months,17.11,29183.94,25000,0,819.54,0
229729,2008,Uttar Pradesh,01/01/08,1022010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,35000,5000,14.25, 36 months,21.5,3959.33,2918.51,0,171.5,1
227568,2008,Jharkhand,01/01/08,1012009,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,A,65000,12800,8.38, 36 months,7.26,13659.83,12800,0,403.36,0
231321,2008,Odisha,01/01/08,1022011,5,NONE,Low,INDIVIDUAL,debt_consolidation,Low,A,22200,10000,7.75, 36 months,5.24,11239.56,9999.99,0,312.22,0
228076,2008,West Bengal,01/01/08,1032011,2,RENT,Low,INDIVIDUAL,educational,Low,A,15725,2400,8.38, 36 months,3.82,2752.09,2400,0,75.63,0
231005,2008,Bihar,01/01/08,1052008,10,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,C,110000,8525,10.78, 36 months,18.58,8586.59,610.06,7752.34,278.22,1
230706,2008,West Bengal,01/01/08,1052010,1,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,37200,10000,14.25, 36 months,17.55,12133.51,10000,0,343,0
222488,2008,Maharashtra,01/01/08,1032010,6,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,31000,18500,9.51, 36 months,16.49,20965.54,18500,0,592.7,0
222492,2008,Nagaland,01/02/08,1102011,1,MORTGAGE,Low,INDIVIDUAL,other,Low,B,44000,18900,10.14, 36 months,9.79,22075.02,18900,0,611.1,0
222829,2008,Nagaland,01/01/08,1022011,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,88068,14400,9.51, 36 months,9.96,16608.14,14400,0,461.35,0
222856,2008,Gujarat,01/01/08,1072008,9,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,F,73000,12550,15.51, 36 months,19.73,2627.46,1709.25,0,438.2,1
223015,2008,West Bengal,01/01/08,1022011,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,75000,24000,15.83, 36 months,15.38,30300.91,24000,0,841.76,0
223308,2008,Kerala,01/01/08,1022011,1,MORTGAGE,Low,INDIVIDUAL,small_business,Low,C,85000,7500,10.78, 36 months,1.78,8826.35,7500,0,244.76,0
223345,2008,Andhra Pradesh,01/01/08,1042009,0.5,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,Low,B,75000,14000,10.14, 36 months,16.54,6789.28,5322.76,0,452.67,1
223626,2008,Andhra Pradesh,01/01/08,1022011,1,RENT,Medium,INDIVIDUAL,debt_consolidation,Low,B,115500,20000,10.46, 36 months,16.2,23387.91,20000,0,649.68,0
223686,2008,Tripura,01/01/08,1022011,2,MORTGAGE,High,INDIVIDUAL,other,Low,D,240000,24000,12.99, 36 months,9.67,29106.96,24000,0,808.54,0
223992,2008,Madhya Pradesh,01/01/08,1092010,3,MORTGAGE,Medium,INDIVIDUAL,credit_card,Low,A,175000,7200,8.38, 36 months,15.11,8143.71,7200,0,226.89,0
227065,2008,Mizoram,01/01/08,1122009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,E,49898,15000,14.57, 36 months,25.4,11581.62,7987.73,500.03,516.83,1
227383,2008,Arunachal Pradesh,01/01/08,1022011,3,RENT,Low,INDIVIDUAL,small_business,Low,A,24000,10800,7.75, 36 months,10.1,12201.72,10800,0,337.19,0
227523,2008,Maharashtra,01/01/08,1072008,3,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,12000,3000,13.93, 36 months,3.9,3316.039962,417.06,2702.259962,102.44,1
227538,2008,Odisha,01/01/08,1022011,10,RENT,Low,INDIVIDUAL,debt_consolidation,Low,B,40000,12000,9.2, 36 months,10.14,13777.35,12000,0,382.72,0
230545,2008,Punjab,01/01/08,1122010,0.5,MORTGAGE,Medium,INDIVIDUAL,credit_card,Low,C,107000,2500,10.78, 36 months,16.37,2957.93,2500,0,81.59,0
230909,2008,Gujarat,01/01/08,1112009,1,RENT,Low,INDIVIDUAL,wedding,Low,C,55000,10400,11.41, 36 months,4.95,11911.63,10400,0,342.51,0
251775,2008,Jharkhand,01/02/08,1022011,4,RENT,Low,INDIVIDUAL,other,Low,C,9600,2400,12.29, 36 months,0,2880.77,2400,0,80.05,0
237883,2008,Kerala,01/02/08,1112009,10,MORTGAGE,Low,INDIVIDUAL,debt_consolidation,High,D,49853,12000,13.3, 36 months,24.22,14107.07,12000,0,406.07,0
251682,2008,Nagaland,01/02/08,1022011,1,RENT,Low,INDIVIDUAL,debt_consolidation,Low,A,17573,3000,7.37, 36 months,12.7,3352,3000,0,93.14,0
236096,2008,Sikkim,01/01/08,1022011,10,OWN,Low,INDIVIDUAL,small_business,Low,B,52200,3000,10.46, 36 months,4.34,3507.67,3000,0,97.46,0
235464,2008,Uttar Pradesh,01/01/08,1042008,10,MORTGAGE,Medium,INDIVIDUAL,debt_consolidation,High,F,165000,15000,15.83, 36 months,13.52,1073.93,660.49,22.19,526.1,1
236199,2008,Jharkhand,01/01/08,1102008,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,E,48000,20000,14.25, 36 months,2.1,21940.02,20000,0,685.99,0
236245,2008,Haryana,01/01/08,1062008,0.5,RENT,Low,INDIVIDUAL,debt_consolidation,High,F,50000,9325,16.46, 36 months,26.86,1702.94,823.73,385.14,329.97,1
236328,2008,Maharashtra,01/01/08,1112010,10,RENT,Low,INDIVIDUAL,wedding,High,E,57060,3000,14.25, 36 months,22.17,3695.29,3000,0,102.9,0
